,Team_Id,Team_Name,Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
57034,1396,Temple,2014,120,1396,86,1416,78,H,1,29,68,6,22,22,26,17,19,15,9,9,1,17,25,50,11,23,17,22,8,22,11,19,4,5,23
57035,1396,Temple,2014,124,1396,66,1378,65,A,0,25,55,3,11,13,16,11,32,14,16,4,5,13,26,66,4,10,9,16,12,21,15,8,10,1,15
57299,1397,Tennessee,2014,12,1397,74,1367,65,H,0,20,57,5,13,29,36,16,24,10,5,6,1,13,25,55,4,14,11,16,8,23,11,10,2,6,23
57300,1397,Tennessee,2014,14,1397,86,1154,60,H,0,30,53,7,13,19,28,13,28,11,14,8,6,20,19,55,8,18,14,22,12,17,12,13,6,3,25
57301,1397,Tennessee,2014,18,1397,88,1398,67,H,0,31,56,4,9,22,28,18,18,15,7,7,7,19,20,46,3,15,24,26,9,11,10,12,4,5,21
57302,1397,Tennessee,2014,25,1397,64,1462,49,N,0,25,56,2,14,12,18,16,25,9,9,4,5,13,21,52,4,11,3,10,11,18,8,13,5,1,21
57303,1397,Tennessee,2014,26,1397,82,1448,63,N,0,25,47,4,11,28,36,9,25,12,8,6,4,23,21,50,5,11,16,24,9,19,12,9,3,3,27
57304,1397,Tennessee,2014,33,1397,84,1399,63,H,0,31,66,6,16,16,25,18,25,12,5,4,6,9,25,53,10,20,3,12,8,21,8,14,2,4,19
57305,1397,Tennessee,2014,49,1397,82,1287,67,H,0,32,61,6,12,12,23,17,32,20,15,3,11,19,25,61,4,13,13,20,9,19,5,10,9,0,24
57306,1397,Tennessee,2014,56,1397,87,1438,52,H,0,27,54,11,18,22,25,9,26,18,6,7,3,18,18,55,2,12,14,17,13,20,8,12,2,5,19
57307,1397,Tennessee,2014,64,1397,68,1261,50,A,0,24,52,8,15,12,15,13,27,12,16,6,2,9,22,60,2,14,4,7,11,17,11,9,9,9,15
57308,1397,Tennessee,2014,72,1397,78,1120,67,H,0,26,51,3,9,23,30,8,34,14,15,6,2,16,25,61,8,17,9,14,6,22,8,12,4,3,25
57309,1397,Tennessee,2014,79,1397,81,1116,74,H,0,22,54,7,19,30,38,16,26,13,15,6,10,15,28,65,7,17,11,17,15,22,14,12,10,4,29
57310,1397,Tennessee,2014,86,1397,86,1279,70,H,0,30,61,11,20,15,17,14,31,20,12,4,8,15,26,63,10,28,8,12,9,18,11,9,7,2,17
57311,1397,Tennessee,2014,89,1397,76,1104,59,A,0,23,48,9,20,21,26,9,23,13,5,2,2,15,20,51,3,15,16,22,11,20,9,7,1,4,21
57312,1397,Tennessee,2014,96,1397,72,1376,53,H,0,28,53,7,16,9,16,12,24,15,13,10,5,14,20,56,3,14,10,13,14,17,8,14,9,4,17
57313,1397,Tennessee,2014,106,1397,67,1208,48,H,0,25,53,6,18,11,18,11,26,8,8,7,7,11,17,50,6,13,8,11,10,20,8,13,4,6,18
57314,1397,Tennessee,2014,114,1397,75,1280,68,A,0,26,66,6,21,17,20,17,26,12,11,6,3,20,24,56,3,14,17,24,9,26,10,11,7,3,15
57315,1397,Tennessee,2014,117,1397,76,1435,38,H,0,26,49,10,21,14,22,10,27,16,8,9,6,17,11,49,3,15,13,18,14,18,6,14,4,2,16
57316,1397,Tennessee,2014,121,1397,82,1120,54,A,0,28,57,8,23,18,20,10,34,17,7,5,5,17,20,54,6,17,8,14,5,19,12,7,4,2,17
57317,1397,Tennessee,2014,124,1397,72,1281,45,H,0,29,66,7,24,7,11,18,27,18,8,4,5,14,15,47,2,17,13,14,5,23,5,11,5,4,14
57318,1397,Tennessee,2014,130,1397,59,1376,44,N,0,21,43,2,9,15,25,7,29,10,12,5,3,15,16,59,4,16,8,10,15,20,10,11,6,2,21
57471,1398,Tennessee St,2014,61,1398,70,1240,65,H,0,22,51,8,17,18,25,12,23,10,11,7,2,17,23,51,5,17,14,20,7,21,4,10,1,3,19
57472,1398,Tennessee St,2014,87,1398,81,1399,68,A,0,21,41,7,12,32,43,8,21,14,9,7,2,20,24,54,4,14,16,27,14,17,13,11,3,4,26
57473,1398,Tennessee St,2014,108,1398,66,1188,61,H,0,26,59,8,22,6,9,11,23,13,10,3,3,17,23,55,3,14,12,15,9,25,9,10,5,1,13
57474,1398,Tennessee St,2014,115,1398,70,1287,68,A,0,22,50,4,10,22,32,8,16,10,7,8,2,26,19,45,4,19,26,33,12,25,10,17,3,6,28
57651,1399,Tennessee Tech,2014,8,1399,74,1260,69,H,0,27,56,5,16,15,24,15,24,8,13,8,2,22,23,45,9,19,14,23,4,21,13,14,5,0,22
57652,1399,Tennessee Tech,2014,12,1399,62,1394,60,A,0,20,46,6,16,16,28,14,19,11,13,4,3,21,18,46,4,10,20,27,12,19,6,12,6,2,24
57653,1399,Tennessee Tech,2014,22,1399,98,1190,83,H,0,30,63,6,21,32,40,17,28,16,7,8,2,28,26,51,5,16,26,39,5,21,6,10,5,2,26
57654,1399,Tennessee Tech,2014,26,1399,74,1430,71,H,0,25,47,8,14,16,22,7,18,9,14,9,4,18,24,46,7,17,16,22,7,19,14,15,8,3,20
57655,1399,Tennessee Tech,2014,41,1399,79,1249,74,A,0,26,52,5,17,22,28,9,25,9,21,10,5,27,22,49,4,11,26,30,6,18,9,14,4,3,19
57656,1399,Tennessee Tech,2014,59,1399,57,1398,53,A,0,21,47,8,22,7,13,7,25,17,17,7,0,21,18,49,3,18,14,26,12,22,12,12,7,0,15
57657,1399,Tennessee Tech,2014,66,1399,81,1183,69,H,0,23,49,10,21,25,30,10,22,12,12,6,4,18,26,51,7,16,10,17,8,18,11,14,5,2,20
57658,1399,Tennessee Tech,2014,68,1399,64,1188,63,H,0,25,51,3,14,11,23,11,25,10,14,7,4,23,20,46,5,18,18,30,8,22,9,14,7,3,20
57659,1399,Tennessee Tech,2014,89,1399,81,1125,76,H,0,21,51,7,16,32,47,10,32,11,19,11,3,22,24,61,10,27,18,24,8,27,11,19,8,2,32
57660,1399,Tennessee Tech,2014,96,1399,72,1240,60,A,0,27,53,3,10,15,25,14,27,13,14,4,8,24,16,54,2,16,26,33,14,16,7,11,8,4,16
57661,1399,Tennessee Tech,2014,101,1399,72,1184,66,H,0,24,43,4,13,20,30,10,22,18,20,8,7,17,20,49,7,18,19,25,10,16,10,17,7,2,21
57662,1399,Tennessee Tech,2014,108,1399,91,1404,83,A,0,32,56,11,21,16,26,12,27,22,17,5,11,25,26,63,5,15,26,37,17,20,15,7,10,4,19
57663,1399,Tennessee Tech,2014,110,1399,69,1240,57,H,0,27,59,2,10,13,18,16,27,13,13,6,5,17,22,58,4,20,9,17,14,20,10,14,6,0,20
57664,1399,Tennessee Tech,2014,117,1399,91,1287,84,A,0,29,49,4,12,29,39,6,25,17,12,4,8,24,28,62,6,23,22,31,13,20,12,10,7,1,25
57665,1399,Tennessee Tech,2014,121,1399,74,1188,67,N,0,25,43,6,15,18,25,7,24,20,19,4,1,26,22,56,5,17,18,27,14,15,10,13,10,0,24
57944,1400,Texas,2014,4,1400,76,1273,73,H,0,26,59,7,15,17,28,13,27,14,13,4,7,18,25,63,10,30,13,21,13,24,17,13,7,4,22
57945,1400,Texas,2014,8,1400,84,1375,77,H,0,33,68,6,14,12,19,16,24,14,12,6,6,14,25,59,13,33,14,16,10,20,12,15,6,4,19
57946,1400,Texas,2014,11,1400,72,1372,62,H,0,26,51,2,9,18,24,12,29,5,16,5,7,18,22,57,11,24,7,14,10,16,13,13,5,2,21
57947,1400,Texas,2014,14,1400,89,1223,61,H,0,30,67,11,25,18,40,20,31,18,9,8,11,24,20,51,5,9,16,29,8,24,9,16,3,1,27
57948,1400,Texas,2014,22,1400,77,1177,59,N,0,26,52,2,9,23,28,18,22,9,15,8,3,19,18,47,5,17,18,22,10,10,8,15,4,2,24
57949,1400,Texas,2014,25,1400,72,1426,69,H,0,25,55,3,15,19,37,9,29,9,9,9,12,16,23,60,9,27,14,18,10,29,7,16,3,6,23
57950,1400,Texas,2014,28,1400,70,1435,64,H,0,25,56,5,13,15,29,13,28,15,14,7,6,18,22,58,5,21,15,21,10,25,13,15,8,3,21
57951,1400,Texas,2014,33,1400,81,1396,80,A,1,28,73,4,13,21,35,20,35,15,17,6,9,26,30,70,5,22,15,31,10,32,21,14,12,2,24
57952,1400,Texas,2014,40,1400,85,1402,53,H,0,27,56,6,15,25,35,11,34,11,13,11,7,15,19,64,5,26,10,18,16,24,9,17,10,3,19
57953,1400,Texas,2014,44,1400,86,1314,83,A,0,29,72,8,21,20,33,20,31,13,12,6,7,31,25,65,9,19,24,47,15,27,13,8,7,5,24
57954,1400,Texas,2014,56,1400,66,1349,44,H,0,22,48,3,9,19,27,9,33,13,12,7,2,10,16,55,6,29,6,7,6,23,11,12,8,2,20
57955,1400,Texas,2014,68,1400,67,1403,64,H,0,23,51,3,12,18,21,11,21,10,13,4,5,18,21,46,6,18,16,23,7,17,12,12,5,4,17
57956,1400,Texas,2014,70,1400,80,1452,69,A,0,29,55,4,9,18,23,10,39,14,18,5,4,17,26,69,4,25,13,20,11,19,12,6,13,7,18
57957,1400,Texas,2014,75,1400,86,1235,76,H,0,27,65,8,24,24,31,14,23,12,8,5,9,20,24,61,11,32,17,22,12,28,15,18,3,3,26
57958,1400,Texas,2014,78,1400,67,1243,64,H,0,26,57,3,12,12,20,14,21,8,10,5,4,14,26,61,4,16,8,14,16,20,14,11,3,2,18
57959,1400,Texas,2014,82,1400,74,1124,60,A,0,26,58,2,11,20,34,12,31,16,9,8,4,20,18,56,3,17,21,32,12,28,11,13,5,8,26
57960,1400,Texas,2014,89,1400,81,1242,69,H,0,24,56,3,10,30,45,19,25,8,11,7,12,19,25,65,6,14,13,19,17,20,10,12,4,4,31
57961,1400,Texas,2014,92,1400,59,1395,54,A,0,18,58,5,18,18,26,25,31,12,13,2,3,16,17,52,7,21,13,18,8,17,12,8,2,5,20
57962,1400,Texas,2014,99,1400,87,1329,68,H,0,26,55,11,23,24,31,11,29,14,12,6,1,22,21,59,5,19,21,31,12,22,6,10,8,1,23
57963,1400,Texas,2014,103,1400,88,1452,71,H,0,33,57,4,13,18,27,11,30,18,11,4,5,18,23,58,8,23,17,25,9,17,9,10,4,1,18
57964,1400,Texas,2014,114,1400,74,1124,69,H,0,28,59,8,16,10,19,18,23,17,7,1,8,16,22,61,8,22,17,27,19,21,11,5,4,5,18
57965,1400,Texas,2014,121,1400,66,1395,54,H,0,24,61,2,16,16,18,17,31,13,13,5,6,23,14,54,3,10,23,29,11,21,1,10,5,0,16
57966,1400,Texas,2014,129,1400,66,1452,49,N,0,22,45,7,17,15,23,9,30,19,15,2,7,15,20,66,6,20,3,5,16,18,14,12,10,2,22
58213,1401,Texas A&M,2014,4,1401,82,1138,58,H,0,32,67,8,20,10,19,11,35,17,10,8,5,17,20,64,7,23,11,19,15,28,13,14,3,3,17
58214,1401,Texas A&M,2014,7,1401,91,1290,67,H,0,35,58,5,17,16,24,7,34,15,12,6,12,24,19,62,5,17,24,31,12,19,9,10,7,0,21
58215,1401,Texas A&M,2014,11,1401,68,1349,65,H,0,20,49,3,18,25,37,12,26,13,8,5,2,14,24,53,9,29,8,10,5,25,17,13,8,4,24
58216,1401,Texas A&M,2014,15,1401,75,1341,65,H,0,23,45,2,13,27,38,11,21,12,16,11,7,16,24,57,9,23,8,14,14,19,16,18,8,1,25
58217,1401,Texas A&M,2014,20,1401,79,1358,62,H,0,28,49,4,10,19,30,8,33,14,17,4,7,25,20,53,2,12,20,33,8,21,7,10,11,0,26
58218,1401,Texas A&M,2014,22,1401,88,1115,55,H,0,28,47,9,15,23,35,9,26,19,15,9,10,13,21,62,6,20,7,13,18,17,10,18,10,2,22
58219,1401,Texas A&M,2014,30,1401,74,1222,57,H,0,29,58,10,23,6,6,6,27,22,10,4,10,13,21,62,3,15,12,15,16,22,14,11,2,5,10
58220,1401,Texas A&M,2014,40,1401,73,1270,60,H,0,25,54,10,22,13,14,8,25,19,9,6,1,13,20,51,8,22,12,18,9,21,10,11,5,2,15
58221,1401,Texas A&M,2014,61,1401,63,1410,46,H,0,21,51,7,26,14,18,14,25,13,13,6,7,11,17,51,7,27,5,8,10,18,11,12,6,3,17
58222,1401,Texas A&M,2014,65,1401,69,1116,53,H,0,24,59,7,17,14,21,11,31,18,11,10,7,15,21,58,4,19,7,14,10,28,14,14,4,6,18
58223,1401,Texas A&M,2014,68,1401,57,1397,56,A,0,20,50,8,15,9,18,8,19,12,8,8,4,19,18,44,5,17,15,21,11,25,11,16,2,5,21
58224,1401,Texas A&M,2014,72,1401,75,1376,67,H,0,22,40,7,16,24,41,6,19,14,11,6,3,20,23,49,5,18,16,22,12,21,15,17,9,2,31
58225,1401,Texas A&M,2014,93,1401,72,1280,52,H,0,29,57,6,18,8,17,7,25,22,6,7,2,14,18,48,8,19,8,11,7,26,12,17,4,4,16
58226,1401,Texas A&M,2014,100,1401,83,1261,73,H,0,28,58,10,23,17,26,12,27,16,11,5,2,16,26,58,6,24,15,22,9,23,12,12,6,4,18
58227,1401,Texas A&M,2014,108,1401,63,1104,48,H,0,24,58,6,14,9,13,12,26,19,8,3,3,12,17,46,7,21,7,16,6,25,9,13,3,7,13
58228,1401,Texas A&M,2014,110,1401,68,1397,65,H,1,26,55,7,17,9,13,2,27,12,8,7,3,21,23,54,3,15,16,24,9,29,14,14,5,4,15
58229,1401,Texas A&M,2014,117,1401,71,1279,60,H,0,27,53,8,25,9,17,5,30,18,6,5,3,13,22,61,7,31,9,15,12,24,8,7,2,3,12
58383,1402,Texas St,2014,25,1402,70,1408,52,N,0,28,52,5,12,9,13,9,18,15,12,8,2,17,19,40,2,10,12,18,8,17,3,19,2,3,16
58384,1402,Texas St,2014,26,1402,70,1297,61,N,0,23,43,11,16,13,20,8,21,10,14,8,5,13,22,50,9,22,8,11,9,15,11,13,9,4,15
58385,1402,Texas St,2014,68,1402,61,1419,36,A,0,24,42,6,11,7,7,3,31,11,12,3,3,12,14,53,4,20,4,14,14,13,7,10,6,0,11
58386,1402,Texas St,2014,82,1402,73,1407,65,H,0,28,54,5,16,12,17,10,23,17,14,7,0,21,19,50,9,21,18,26,11,19,11,12,6,1,17
58387,1402,Texas St,2014,94,1402,65,1419,57,H,0,25,49,6,18,9,12,7,23,14,14,7,2,17,23,45,4,13,7,16,4,19,12,14,7,3,17
58388,1402,Texas St,2014,108,1402,67,1375,66,H,1,24,57,8,18,11,18,9,26,14,15,8,5,20,21,56,7,20,17,23,13,29,13,17,8,4,18
58586,1403,Texas Tech,2014,4,1403,76,1223,61,H,0,32,69,3,17,9,15,17,25,12,10,6,3,20,20,54,4,14,17,21,10,23,9,12,3,1,19
58587,1403,Texas Tech,2014,7,1403,88,1319,68,H,0,35,60,12,22,6,9,9,24,19,10,5,4,17,23,55,5,17,17,21,8,15,5,12,4,0,13
58588,1403,Texas Tech,2014,14,1403,80,1411,71,H,0,30,56,4,13,16,27,9,25,9,5,3,12,23,22,58,7,18,20,29,14,23,7,8,2,2,22
58589,1403,Texas Tech,2014,17,1403,68,1355,54,H,0,25,57,5,11,13,15,10,22,9,9,10,4,18,18,53,6,29,12,13,11,22,5,14,3,6,13
58590,1403,Texas Tech,2014,22,1403,76,1222,64,N,0,27,52,4,13,18,22,14,32,14,14,4,3,12,24,68,7,23,9,11,14,12,13,8,7,5,18
58591,1403,Texas Tech,2014,25,1403,94,1427,64,H,0,34,63,4,18,22,31,13,26,16,9,10,5,23,20,53,4,22,20,25,8,21,7,18,7,0,25
58592,1403,Texas Tech,2014,41,1403,79,1146,57,H,0,27,57,4,16,21,28,16,20,17,14,11,4,12,21,50,9,19,6,9,10,15,9,25,6,6,22
58593,1403,Texas Tech,2014,56,1403,100,1291,69,H,0,38,60,6,13,18,21,8,31,20,12,9,6,17,22,56,8,26,17,27,10,15,5,15,8,0,19
58594,1403,Texas Tech,2014,72,1403,82,1124,72,H,0,28,49,5,11,21,29,12,23,15,9,3,2,17,26,63,4,20,16,24,17,12,6,5,7,3,24
58595,1403,Texas Tech,2014,75,1403,60,1395,49,A,0,17,45,2,10,24,31,14,27,7,15,5,6,24,10,49,3,21,26,31,13,16,4,7,6,4,19
58596,1403,Texas Tech,2014,89,1403,60,1395,54,H,0,24,51,1,16,11,16,8,16,15,12,8,5,16,18,40,7,14,11,14,5,21,9,20,7,1,17
58597,1403,Texas Tech,2014,96,1403,65,1329,61,H,0,25,52,4,12,11,16,12,12,7,7,10,2,17,18,37,5,13,20,22,8,16,5,15,1,1,16
58598,1403,Texas Tech,2014,100,1403,68,1328,60,A,0,22,48,4,11,20,27,9,27,10,13,10,2,19,24,57,6,27,6,12,10,19,11,14,7,3,20
58599,1403,Texas Tech,2014,124,1403,59,1400,53,H,0,21,48,2,12,15,24,12,24,8,11,8,2,16,20,57,4,18,9,17,18,20,8,9,9,4,16
58728,1404,TN Martin,2014,30,1404,89,1359,73,A,0,32,53,7,11,18,29,6,24,20,10,11,2,21,26,52,3,15,18,27,8,21,18,14,5,5,20
58729,1404,TN Martin,2014,33,1404,79,1297,66,H,0,27,59,3,13,22,28,9,19,14,4,8,0,16,24,47,7,20,11,20,7,26,15,16,3,5,29
58730,1404,TN Martin,2014,42,1404,73,1342,70,A,0,26,56,12,26,9,11,8,15,14,9,8,2,13,28,47,5,11,9,12,5,22,17,16,1,1,11
58731,1404,TN Martin,2014,70,1404,100,1398,81,H,0,39,64,11,23,11,16,11,20,25,8,9,4,18,29,60,2,17,21,28,14,17,14,10,4,0,18
58732,1404,TN Martin,2014,80,1404,84,1183,77,H,0,29,58,11,23,15,22,6,19,17,9,10,3,14,31,59,4,13,11,16,12,26,19,14,5,5,20
58733,1404,TN Martin,2014,100,1404,79,1369,70,A,0,26,62,8,19,19,24,11,30,8,11,9,4,13,27,62,5,22,11,19,10,28,15,14,8,5,21
58907,1405,Toledo,2014,10,1405,95,1130,92,A,0,32,56,2,6,29,37,10,21,13,6,8,0,28,26,51,7,23,33,40,9,18,14,10,5,1,24
58908,1405,Toledo,2014,14,1405,79,1197,69,H,0,25,54,6,17,23,34,16,23,20,16,10,3,14,26,52,8,17,9,14,7,19,10,19,10,4,27
58909,1405,Toledo,2014,18,1405,103,1392,99,N,0,31,59,7,13,34,42,12,22,17,11,6,1,19,35,59,11,17,18,25,6,20,18,10,6,4,29
58910,1405,Toledo,2014,19,1405,80,1178,78,A,0,30,67,4,17,16,25,16,20,12,9,4,1,20,24,53,9,20,21,26,10,26,15,14,6,6,26
58911,1405,Toledo,2014,20,1405,94,1194,74,N,0,29,56,2,6,34,36,7,25,12,9,6,3,21,30,63,6,21,8,18,13,19,16,15,4,3,27
58912,1405,Toledo,2014,30,1405,91,1178,75,H,0,29,55,12,21,21,35,9,25,20,10,4,5,14,29,68,8,20,9,12,16,24,16,12,5,4,26
58913,1405,Toledo,2014,33,1405,80,1352,77,A,0,27,54,7,23,19,22,11,17,18,11,6,2,13,31,49,10,14,5,12,4,19,19,12,6,2,20
58914,1405,Toledo,2014,40,1405,77,1358,61,H,0,30,60,5,15,12,19,9,25,21,5,5,5,16,21,59,3,17,16,19,15,24,12,12,4,3,17
58915,1405,Toledo,2014,43,1405,78,1117,65,A,0,29,62,1,8,19,23,15,29,14,10,8,1,8,26,57,9,24,4,6,4,21,12,12,5,1,15
58916,1405,Toledo,2014,47,1405,71,1156,67,H,0,23,63,3,18,22,27,21,24,14,10,6,5,13,23,55,10,23,11,14,10,24,14,15,5,5,23
58917,1405,Toledo,2014,54,1405,85,1164,66,H,0,29,59,8,22,19,31,18,29,19,11,1,4,16,23,58,4,16,16,18,7,18,7,9,5,3,23
58918,1405,Toledo,2014,68,1405,86,1141,71,H,0,28,49,8,17,22,27,5,26,23,11,5,2,25,25,56,5,21,16,22,9,20,12,12,5,0,23
58919,1405,Toledo,2014,72,1405,67,1138,65,H,0,23,54,3,10,18,24,14,21,15,12,9,3,15,28,67,6,17,3,6,20,20,11,14,6,7,21
58920,1405,Toledo,2014,75,1405,75,1103,61,A,0,28,63,5,13,14,19,16,26,12,11,4,1,19,20,48,5,19,16,27,9,19,11,13,9,4,19
58921,1405,Toledo,2014,79,1405,77,1296,68,H,0,25,50,7,15,20,28,11,21,17,13,5,1,22,21,48,5,14,21,31,10,18,9,17,5,2,25
58922,1405,Toledo,2014,83,1405,81,1245,78,H,0,26,57,2,10,27,39,11,26,15,7,7,3,15,31,64,7,20,9,14,10,24,17,12,2,7,29
58923,1405,Toledo,2014,86,1405,83,1275,70,A,0,33,60,6,18,11,17,16,28,17,21,6,6,15,27,65,1,17,15,17,11,15,7,15,13,2,18
58924,1405,Toledo,2014,93,1405,83,1132,76,H,0,23,62,8,20,29,35,18,25,17,10,6,7,11,32,69,5,15,7,8,12,25,25,10,6,6,24
58925,1405,Toledo,2014,96,1405,80,1123,73,A,0,26,53,2,12,26,37,5,28,9,10,11,3,26,20,51,7,25,26,40,12,27,9,21,5,1,24
58926,1405,Toledo,2014,100,1405,82,1325,76,H,0,29,60,6,17,18,26,16,23,17,10,8,2,13,27,59,11,28,11,13,11,20,15,11,5,4,20
58927,1405,Toledo,2014,108,1405,60,1132,58,A,0,21,51,4,10,14,18,8,29,5,17,6,1,18,22,62,4,17,10,17,14,24,10,13,10,4,14
58928,1405,Toledo,2014,111,1405,85,1123,74,H,0,32,57,7,16,14,18,9,21,19,10,10,3,18,28,61,8,22,10,17,17,18,13,16,4,1,20
58929,1405,Toledo,2014,117,1405,96,1444,85,H,1,29,64,6,19,32,39,19,19,20,12,7,3,16,30,56,8,23,17,22,9,20,17,18,6,3,28
58930,1405,Toledo,2014,120,1405,73,1141,69,A,0,27,50,8,17,11,16,8,18,14,8,7,2,16,27,52,5,22,10,13,9,20,11,10,4,2,16
58931,1405,Toledo,2014,123,1405,77,1185,66,H,0,27,63,12,25,11,14,13,22,22,8,7,7,17,23,55,9,22,11,18,11,23,15,15,5,4,13
58932,1405,Toledo,2014,130,1405,59,1185,44,N,0,21,51,4,14,13,21,14,29,12,6,4,4,14,17,53,5,21,5,8,10,21,7,9,1,8,18
59070,1406,Towson,2014,4,1406,72,1298,45,H,0,25,53,8,19,14,23,13,33,12,14,4,8,18,19,61,3,19,4,10,13,20,13,9,6,3,23
59071,1406,Towson,2014,8,1406,95,1288,75,H,0,28,49,9,16,30,39,10,29,17,15,5,6,22,30,70,4,15,11,21,17,13,8,9,8,2,27
59072,1406,Towson,2014,10,1406,75,1396,69,H,0,25,69,4,15,21,29,22,25,9,7,9,6,19,25,55,3,10,16,23,10,27,12,16,1,8,24
59073,1406,Towson,2014,22,1406,75,1420,60,H,0,20,40,7,19,28,42,11,34,11,13,1,11,19,19,66,6,18,16,23,17,15,12,4,9,1,28
59074,1406,Towson,2014,25,1406,84,1154,59,H,0,31,72,10,22,12,20,19,29,17,13,10,6,16,22,56,7,19,8,12,7,26,15,15,3,2,17
59075,1406,Towson,2014,26,1406,74,1101,47,H,0,26,45,6,17,16,18,7,29,12,14,1,9,17,18,55,3,19,8,11,9,14,8,7,7,3,19
59076,1406,Towson,2014,56,1406,72,1306,64,H,0,22,45,6,21,22,28,3,30,17,8,2,6,20,18,54,8,26,20,29,12,24,8,9,3,0,24
59077,1406,Towson,2014,61,1406,81,1164,79,A,0,26,56,10,24,19,23,10,33,15,16,3,3,22,27,74,10,28,15,19,16,23,13,5,4,0,18
59078,1406,Towson,2014,68,1406,60,1423,53,H,0,18,53,7,23,17,24,14,24,10,6,4,2,15,19,51,2,14,13,19,12,23,6,8,5,7,18
59079,1406,Towson,2014,72,1406,80,1180,68,A,0,26,47,8,16,20,30,7,29,11,12,3,3,23,23,72,6,24,16,23,24,19,13,7,1,4,21
59080,1406,Towson,2014,76,1406,72,1158,57,A,0,24,56,6,12,18,27,14,26,8,5,5,6,14,20,60,6,20,11,17,17,23,6,10,3,4,21
59081,1406,Towson,2014,84,1406,76,1220,58,H,0,25,53,5,9,21,31,16,31,10,10,7,5,14,24,61,5,22,5,9,10,16,8,10,2,6,20
59082,1406,Towson,2014,89,1406,75,1180,73,H,0,23,40,3,6,26,31,5,22,7,11,1,6,23,24,60,4,12,21,28,16,16,13,6,4,1,23
59083,1406,Towson,2014,93,1406,80,1241,71,H,0,26,53,9,19,19,30,10,28,12,12,5,3,15,29,66,4,15,9,19,12,21,10,6,7,4,22
59084,1406,Towson,2014,96,1406,68,1158,61,H,1,17,38,4,9,30,44,5,29,4,7,1,5,15,22,69,6,27,11,18,21,22,11,5,1,3,29
59085,1406,Towson,2014,103,1406,85,1456,70,A,0,30,56,7,16,18,22,10,27,13,6,5,2,20,23,55,9,25,15,18,8,19,14,5,4,2,22
59086,1406,Towson,2014,105,1406,78,1174,63,H,0,28,63,6,15,16,26,21,29,10,11,4,4,22,19,60,4,20,21,30,18,20,4,10,6,4,20
59087,1406,Towson,2014,108,1406,79,1318,70,A,0,26,48,7,19,20,22,6,19,12,10,5,2,19,26,54,3,11,15,20,10,17,15,11,6,3,16
59088,1406,Towson,2014,110,1406,83,1220,77,A,0,23,49,4,8,33,41,8,19,5,5,5,3,19,27,54,6,17,17,21,9,20,11,11,0,7,28
59089,1406,Towson,2014,114,1406,69,1241,66,A,0,19,56,1,12,30,31,12,30,2,7,3,3,25,21,53,7,23,17,26,9,20,12,7,4,5,23
59090,1406,Towson,2014,117,1406,70,1456,68,H,0,24,53,5,17,17,24,8,29,11,8,3,3,16,23,58,6,23,16,22,9,26,12,7,2,2,16
59091,1406,Towson,2014,124,1406,80,1241,71,N,0,16,33,9,16,39,61,3,23,8,7,5,3,25,20,54,3,20,28,36,16,24,7,10,2,4,37
59276,1407,Troy,2014,15,1407,77,1311,62,H,0,21,45,4,14,31,36,11,20,11,13,8,3,13,24,57,3,14,11,15,15,16,11,14,7,3,27
59277,1407,Troy,2014,28,1407,73,1108,70,H,2,22,65,3,23,26,32,21,30,9,14,6,4,11,29,72,6,21,6,12,15,26,16,12,8,4,27
59278,1407,Troy,2014,33,1407,85,1106,69,H,0,31,57,5,17,18,25,10,24,14,15,9,1,16,26,62,3,18,14,20,14,18,10,12,3,3,19
59279,1407,Troy,2014,66,1407,98,1117,84,A,0,32,58,14,27,20,26,10,26,14,17,7,1,19,28,57,8,24,20,23,5,19,12,13,10,2,18
59280,1407,Troy,2014,68,1407,75,1114,62,A,0,20,53,10,23,25,33,15,31,13,9,1,1,13,25,63,4,23,8,13,10,23,10,6,2,6,24
59281,1407,Troy,2014,94,1407,79,1375,74,H,0,25,54,9,20,20,33,12,24,11,10,3,1,13,28,58,10,27,8,13,8,23,16,12,5,0,27
59282,1407,Troy,2014,103,1407,85,1209,81,H,0,25,51,12,27,23,36,13,26,13,9,1,3,20,27,57,9,20,18,26,9,23,11,5,8,2,22
59283,1407,Troy,2014,117,1407,61,1419,46,A,0,21,54,9,25,10,22,14,22,13,8,8,4,14,17,50,5,19,7,13,12,26,10,16,3,2,19
59284,1407,Troy,2014,124,1407,72,1402,50,H,0,28,58,6,18,10,13,15,25,11,9,4,4,15,17,48,5,18,11,16,9,17,10,13,4,4,18
59438,1408,Tulane,2014,4,1408,75,1312,64,H,0,23,59,8,22,21,30,18,28,16,9,5,3,11,27,61,7,23,3,8,9,22,16,9,4,2,22
59439,1408,Tulane,2014,9,1408,79,1380,73,A,0,22,57,8,18,27,40,14,33,6,12,7,5,24,23,63,7,23,20,31,13,32,12,12,5,13,28
59440,1408,Tulane,2014,12,1408,65,1260,59,H,0,23,51,3,10,16,24,8,30,7,15,5,6,18,22,58,4,22,11,18,11,25,14,11,7,2,19
