,Id,Pred,Wteam,Lteam,Year,WAvgPointSpread,WWins,WLosses,WFieldGoalAvg,WThreePointAvg,WFreeThrowAvg,WReboundAvg,WAssistAvg,WTurnOverAvg,WStealAvg,WBlockAvg,WPersonalFoulAvg,LAvgPointSpread,LWins,LLosses,LFieldGoalAvg,LThreePointAvg,LFreeThrowAvg,LReboundAvg,LAssistAvg,LTurnOverAvg,LStealAvg,LBlockAvg,LPersonalFoulAvg,AvgPointSpread,Wins_x,Losses_x,FieldGoalAvg,ThreePointAvg,FreeThrowAvg,ReboundAvg,AssistAvg,TurnOverAvg,StealAvg,BlockAvg,PersonalFoulAvg,WTeam_Name,WRank,WSchool,WConference,Wins_y,Losses_y,WSeed,WPyth,WAdjustO,WAdjustO Rank,WAdjustD,WAdjustD Rank,WAdjustT,WAdjustT Rank,WLuck,WLuck Rank,WSOS Pyth,WSOS Pyth Rank,WSOS OppO,WSOS OppO Rank,WSOS OppD,WSOS OppD Rank,WNCSOS Pyth,WNCSOS Pyth Rank,LTeam_Name,LRank,LSchool,LConference,LWinsKP,Losses,LSeed,LPyth,LAdjustO,LAdjustO Rank,LAdjustD,LAdjustD Rank,LAdjustT,LAdjustT Rank,LLuck,LLuck Rank,LSOS Pyth,LSOS Pyth Rank,LSOS OppO,LSOS OppO Rank,LSOS OppD,LSOS OppD Rank,LNCSOS Pyth,LNCSOS Pyth Rank,Rank
1491,2016_1151_1433,0.5,1151,1433,2016,7.6875,27,5,0.450617284,0.3610271903,0.7326203209000001,35.4375,13.96875,12.1875,7.34375,4.75,17.4375,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,-2.224264706,3,-5,0.00023921220000000518,0.005119409299999989,0.042561841400000085,-1.9154411800000022,-0.3841911800000002,0.7463235299999997,-1.4503676470000002,0.926470588,-2.121323530000001,chattanooga,80,Chattanooga,SC,23,4,,0.7378,106.6,119,97.4,55,67.2,269,0.103,15,0.4832,182,104.9,101,105.5,281,0.5489999999999999,136,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,41
1492,2016_1153_1433,0.5,1153,1433,2016,10.3125,22,10,0.4275324675,0.34522111270000005,0.703875969,39.375,15.46875,11.0625,7.9375,5.8125,15.625,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,0.4007352940000004,-2,0,-0.022845604299999992,-0.01068666829999998,0.013817489500000056,2.022058819999998,1.1158088199999998,-0.37867647000000026,-0.8566176470000002,1.9889705880000002,-3.9338235300000015,cincinnati,27,Cincinnati,Amer,19,7,,0.8526,108.1,87,92.8,10,66.6,297,-0.049,289,0.5458,109,104.3,129,102.6,112,0.4608,228,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,-12
1493,2016_1160_1433,0.5,1160,1433,2016,4.75,21,11,0.4212454212,0.3893376414,0.7369109948,42.3125,13.46875,13.46875,5.1875,5.03125,18.71875,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,-5.1617647060000005,-3,1,-0.029132650600000032,0.03342986039999996,0.046852515300000015,4.959558819999998,-0.8841911800000002,2.02757353,-3.6066176469999998,1.207720588,-0.8400735300000015,colorado,63,Colorado,P12,19,7,,0.765,106.5,121,96.1,45,69.9,132,0.05,71,0.6072,73,106.5,45,102.5,105,0.441,252,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,24
1494,2016_1163_1433,0.5,1163,1433,2016,10.32352941,24,10,0.4594180704,0.3621212121,0.7865748709,36.52941176,13.85294118,11.11764706,5.705882353,5.029411765,18.0,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,0.4117647040000012,0,0,0.009039998599999988,0.0062134311,0.0965163914,-0.8235294199999998,-0.5,-0.3235294100000008,-3.0882352940000004,1.2058823529999998,-1.5588235300000015,connecticut,23,Connecticut,Amer,18,7,,0.8690000000000001,108.5,81,92.1,8,67.3,265,-0.064,311,0.5672,92,104.8,107,102.3,98,0.4781,216,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,-16
1495,2016_1173_1433,0.5,1173,1433,2016,7.375,25,7,0.4595505618,0.3467741935,0.6726027397,38.65625,14.6875,13.0625,5.90625,4.4375,19.0625,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,-2.536764706,1,-3,0.009172489999999978,-0.00913358750000004,-0.017455739800000036,1.303308819999998,0.3345588199999998,1.6213235299999995,-2.8878676469999998,0.6139705879999999,-0.4963235300000015,dayton,37,Dayton,A10,21,3,,0.8333,108.5,83,94.3,20,67.7,245,0.113,11,0.5451,111,104.5,117,102.8,121,0.5912,83,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,-2
1496,2016_1181_1433,0.5,1181,1433,2016,9.393939394,23,10,0.4589249493,0.386852086,0.7222222222,36.33333333,13.48484848,9.878787878999999,6.3939393939999976,4.181818182,16.63636364,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,-0.5178253119999994,-1,0,0.008546877499999994,0.030944305000000005,0.0321637427,-1.01960785,-0.8680926999999999,-1.5623885910000013,-2.400178253000002,0.3582887699999997,-2.9224598900000025,duke,11,Duke,ACC,19,6,,0.9035,121.9,2,100.3,109,69.1,172,-0.041,273,0.6824,22,108.1,10,101.2,57,0.5626,111,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,-28
1497,2016_1192_1433,0.5,1192,1433,2016,-1.677419355,17,14,0.4563829787,0.3646677472,0.6988906498,33.12903226,14.09677419,13.0,7.35483871,2.516129032,21.58064516,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,-11.589184061,-7,4,0.006004906899999996,0.008759966199999969,0.008832170300000053,-4.22390892,-0.2561669900000005,1.5588235299999995,-1.4392789369999999,-1.3074003800000005,2.021821629999998,fairleigh dickinson,273,Fairleigh Dickinson,NEC,13,12,,0.2729,103.7,165,112.9,329,72.6,42,0.066,44,0.3371,334,99.2,345,105.2,266,0.5659,105,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,234
1498,2016_1195_1433,0.5,1195,1433,2016,2.7241379310000005,16,13,0.4695752009,0.3458823529,0.6451104101,39.41379310000001,12.89655172,12.0,6.137931034,4.0344827589999985,19.62068966,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,-7.187626774999999,-8,3,0.019197129100000043,-0.010025428100000068,-0.044948069399999964,2.0608519200000046,-1.4563894600000005,0.5588235299999997,-2.656186613,0.21095334699999932,0.06186612999999853,florida gulf coast,201,Florida Gulf Coast,ASun,15,12,,0.4161,100.9,222,103.9,183,68.5,194,-0.053,293,0.4168,264,103.8,163,106.9,338,0.4965,195,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,162
1499,2016_1201_1433,0.5,1201,1433,2016,3.46875,23,9,0.4304840371,0.343003413,0.6959459459,37.03125,13.0625,10.625,8.15625,3.71875,22.25,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,-6.4430147060000005,-1,-1,-0.01989403470000001,-0.012904368000000057,0.005887466400000041,-0.321691180000002,-1.2904411800000002,-0.8161764700000003,-0.6378676470000002,-0.10477941200000007,2.6911764699999985,fresno st.,132,Fresno St.,MWC,16,9,,0.5696,102.7,188,100.2,106,69.6,152,0.039,88,0.5088,157,102.2,250,101.9,82,0.4596,231,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,93
1500,2016_1211_1433,0.5,1211,1433,2016,12.75,25,7,0.4853737811,0.3761329305,0.7598187311,39.375,13.875,11.34375,5.0,3.0,17.59375,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,2.8382352940000004,1,-3,0.03499570930000001,0.020225149499999928,0.06976025159999999,2.022058819999998,-0.4779411800000002,-0.09742647000000026,-3.7941176469999998,-0.8235294120000001,-1.9650735300000013,gonzaga,30,Gonzaga,WCC,20,6,,0.8492,112.0,35,96.3,48,68.3,213,-0.037000000000000005,265,0.5376,120,105.1,90,103.7,176,0.6406,37,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,-9
1501,2016_1214_1433,0.5,1214,1433,2016,0.9,20,10,0.4179750947,0.3088923557,0.6541935484,41.3,12.26666667,13.86666667,5.233333333,3.666666667,20.46666667,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,-9.011764706000001,-4,0,-0.032402977100000015,-0.04701542530000002,-0.0358649311,3.947058819999995,-2.086274510000001,2.4254902000000005,-3.5607843139999997,-0.1568627450000002,0.9078431399999972,hampton,234,Hampton,MEAC,14,9,,0.3534,96.2,304,101.4,131,72.1,52,0.129,7,0.3595,318,101.0,309,106.2,315,0.5705,97,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,195
1502,2016_1218_1433,0.5,1218,1433,2016,10.8,25,5,0.4592680047,0.3278688525,0.6862244898000001,37.36666667,15.63333333,13.16666667,7.733333332999999,3.9,20.46666667,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,0.8882352940000011,1,-5,0.008889932900000008,-0.02803892850000006,-0.003833989699999929,0.013725489999998786,1.280392149999999,1.7254901999999994,-1.060784314000001,0.07647058799999984,0.9078431399999972,hawaii,52,Hawaii,BW,20,3,,0.7941,106.4,123,94.6,23,71.5,69,0.0,172,0.3668,311,100.4,324,105.2,267,0.301,343,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,13
1503,2016_1221_1433,0.5,1221,1433,2016,-4.333333333,14,19,0.4128851541,0.3273231623,0.6925465839,30.12121212,13.90909091,10.96969697,6.454545455,2.515151515,16.81818182,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,-14.245098038999998,-10,9,-0.03749291770000002,-0.028584618700000012,0.0024881044000000237,-7.231729060000003,-0.4438502700000005,-0.471479500000001,-2.3395721920000003,-1.3083778970000002,-2.740641710000002,holy cross,320,Holy Cross,Pat,10,14,,0.1703,95.2,312,109.2,284,65.4,328,0.075,33,0.3353,337,100.8,315,106.9,341,0.3847,302,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,281
1504,2016_1231_1433,0.5,1231,1433,2016,13.375,25,7,0.5010729614,0.4146981627,0.7230273751999999,37.375,15.96875,13.65625,6.9375,3.96875,18.1875,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,3.4632352940000004,1,-3,0.05069488960000002,0.05879038170000001,0.032968895699999945,0.02205881999999804,1.6158088199999998,2.21507353,-1.856617647,0.14522058799999993,-1.3713235300000015,indiana,21,Indiana,B10,20,6,,0.8783,116.1,14,97.8,63,70.2,116,-0.006999999999999999,194,0.5863,83,106.0,59,102.9,123,0.4303,262,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,-18
1505,2016_1233_1433,0.5,1233,1433,2016,5.9375,22,10,0.4560862866,0.3720930233,0.7124802528,36.90625,16.84375,12.78125,7.5625,4.125,19.4375,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,-3.974264706,-2,0,0.0057082147999999435,0.016185242299999958,0.02242177330000006,-0.446691180000002,2.49080882,1.3400735299999995,-1.2316176470000002,0.30147058799999993,-0.12132353000000153,iona,120,Iona,MAAC,14,10,,0.6124,107.7,96,103.5,172,73.1,31,-0.042,275,0.4578,208,102.0,262,103.5,162,0.6448,34,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,81
1506,2016_1234_1433,0.5,1234,1433,2016,9.387096774,21,10,0.4504741834000001,0.3823088456,0.7192429022,38.38709677,16.0,10.41935484,6.806451612999999,4.838709677,16.25806452,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,-0.5246679319999998,-3,0,9.611160000011498e-05,0.026401064599999968,0.029184422699999987,1.0341555899999977,1.6470588199999998,-1.0218216299999998,-1.987666034000001,1.0151802649999997,-3.30075901,iowa,4,Iowa,B10,20,5,,0.9269,118.5,7,95.0,29,69.9,130,-0.048,286,0.674,24,107.6,17,101.0,47,0.5531,128,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,-35
1507,2016_1235_1433,0.5,1235,1433,2016,6.875,21,11,0.5015075377,0.3802008608,0.7061143984,36.0625,16.53125,11.5625,6.15625,4.21875,15.53125,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,-3.036764706,-3,1,0.0511294659,0.02429307979999995,0.016055918900000018,-1.290441180000002,2.17830882,0.12132352999999975,-2.6378676469999998,0.3952205879999999,-4.0275735300000015,iowa st.,15,Iowa St.,B12,18,7,,0.8969,119.5,4,99.0,77,72.4,45,-0.055,298,0.7126,7,106.9,38,98.7,1,0.5266,156,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,-24
1508,2016_1242_1433,0.5,1242,1433,2016,12.6969697,29,4,0.4886901631,0.4220472441,0.7061994609000001,37.33333333,15.45454545,12.54545455,6.757575758,4.0,18.90909091,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,2.785204993999999,5,-6,0.03831209130000002,0.0661394630999999,0.016140981400000087,-0.019607849999999868,1.1016042699999993,1.1042780800000005,-2.0365418890000004,0.17647058799999993,-0.6497326200000018,kansas,5,Kansas,B12,21,4,,0.9263,117.9,10,94.6,25,70.0,125,0.05,69,0.7172,5,107.1,30,98.8,3,0.5407,149,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,-34
1509,2016_1246_1433,0.5,1246,1433,2016,11.41176471,26,8,0.4785608674,0.3704866562,0.6833976834000001,38.58823529,14.41176471,11.0,5.6176470589999985,5.647058824,20.47058824,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,1.5000000040000003,2,-2,0.028182795600000032,0.014578875199999954,-0.006660796099999922,1.235294109999998,0.058823529999999735,-0.44117647000000026,-3.1764705880000013,1.8235294119999998,0.91176471,kentucky,9,Kentucky,SEC,19,6,,0.9177,117.9,9,95.6,37,68.5,196,-0.041,274,0.6693,27,106.6,43,100.2,21,0.6205,57,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,-30
1510,2016_1268_1433,0.5,1268,1433,2016,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,-0.7867647059999996,0,-2,0.03502547709999998,0.01984979479999993,0.07039168129999995,-1.9779411800000022,-0.2904411800000002,1.4025735299999995,-3.0441176469999998,1.5514705880000002,-2.933823530000001,maryland,13,Maryland,B10,22,4,,0.8987,112.4,32,93.0,11,68.0,230,0.036000000000000004,94,0.6505,45,106.2,51,100.6,34,0.5004,191,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,-26
1511,2016_1274_1433,0.5,1274,1433,2016,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,-1.0992647059999996,1,-3,0.02627340880000001,0.009701567899999984,0.06065377119999992,-2.602941180000002,-1.5404411800000002,-0.7849264700000003,-2.7316176469999998,-0.19852941200000007,-2.996323530000001,miami fl,12,Miami FL,ACC,20,4,,0.9015,115.3,19,95.1,30,68.0,234,0.035,97,0.6828,21,108.5,5,101.5,66,0.5477,139,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,-27
1512,2016_1276_1433,0.5,1276,1433,2016,6.242424242,21,12,0.4647812166,0.3841536615,0.7392120075,32.03030303,14.96969697,9.727272727,5.424242424,2.090909091,15.66666667,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,-3.669340464,-3,2,0.014403144799999991,0.02824588049999993,0.049153528000000064,-5.322638150000003,0.6167557899999991,-1.7139037429999997,-3.369875223,-1.7326203210000002,-3.892156860000002,michigan,48,Michigan,B10,19,7,,0.8111,115.8,15,102.1,146,66.3,305,0.048,74,0.6162,65,105.9,64,101.6,71,0.4782,215,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,9
1513,2016_1277_1433,0.5,1277,1433,2016,16.38235294,29,5,0.4836956522,0.4335664336,0.7302631579000001,41.85294118,20.55882353,11.79411765,4.4117647060000005,5.147058824,19.08823529,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,6.470588234000001,5,-5,0.03331758039999999,0.07765865259999992,0.04020467840000008,4.5,6.205882350000001,0.3529411800000002,-4.382352941000001,1.323529412,-0.4705882400000014,michigan st.,3,Michigan St.,B10,21,5,,0.9355,119.8,3,94.9,28,68.1,222,-0.022,230,0.6412,53,105.8,66,100.6,35,0.4752,219,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,-36
1514,2016_1292_1433,0.5,1292,1433,2016,4.096774194,22,9,0.4488541084000001,0.3887147335,0.607198748,36.80645161,13.03225806,11.93548387,6.258064516,3.483870968,20.4516129,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,-5.8149905120000005,-2,-1,-0.0015239633999998836,0.03280695249999998,-0.08285973150000002,-0.5464895699999985,-1.32068312,0.4943074000000003,-2.536053131,-0.3396584439999999,0.8927893699999956,middle tennessee,125,Middle Tennessee,CUSA,18,7,,0.5897,101.0,220,97.9,64,69.2,169,0.057,60,0.4536,219,103.2,189,104.9,246,0.5579999999999999,122,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,86
1515,2016_1314_1433,0.5,1314,1433,2016,12.70588235,28,6,0.4787379973,0.31389365350000004,0.7375886525,40.97058824,18.11764706,10.91176471,6.8823529410000015,4.3823529410000015,17.91176471,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,2.794117644,4,-4,0.02835992549999994,-0.0420141275,0.047530173000000064,3.617647059999996,3.7647058799999993,-0.5294117600000003,-1.9117647059999987,0.5588235290000014,-1.6470588200000016,north carolina,7,North Carolina,ACC,21,4,,0.9225,118.8,5,95.8,40,72.9,37,-0.045,278,0.6545,40,106.9,37,101.1,53,0.5745,92,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,-32
1516,2016_1320_1433,0.5,1320,1433,2016,4.6363636360000005,21,12,0.4543311727,0.3718662953,0.7540394973000001,29.6969697,11.84848485,9.696969697,5.787878788,2.636363636,15.33333333,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,-5.275401069999999,-3,2,0.003953100900000006,0.015958514300000004,0.0639810178000001,-7.655971480000005,-2.50445633,-1.7442067730000002,-3.0062388590000007,-1.1871657759999998,-4.225490200000001,northern iowa,98,Northern Iowa,MVC,16,11,,0.679,106.8,111,100.1,101,63.6,345,-0.022,227,0.5724,89,104.4,124,101.8,74,0.667,23,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,59
1517,2016_1323_1433,0.5,1323,1433,2016,5.125,21,11,0.4712581345,0.3689167975,0.7352941176000001,36.0625,13.46875,9.71875,5.59375,3.90625,15.5,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,-4.7867647060000005,-3,1,0.02088006270000004,0.01300901649999997,0.045235638100000086,-1.290441180000002,-0.8841911800000002,-1.7224264700000005,-3.2003676469999998,0.08272058799999993,-4.0588235300000015,notre dame,25,Notre Dame,ACC,18,7,,0.8661,125.2,1,106.4,231,66.4,301,-0.006,189,0.6673,30,107.1,28,100.8,43,0.5161,173,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,-14
1518,2016_1328_1433,0.5,1328,1433,2016,9.96875,25,7,0.4585062241,0.4260204082,0.7279752705,38.8125,14.53125,12.96875,6.90625,5.25,16.8125,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,0.056985294000000415,1,-3,0.008128152299999969,0.07011262719999994,0.037916791000000005,1.4595588199999978,0.1783088199999998,1.5275735299999995,-1.887867647,1.4264705880000002,-2.746323530000001,oklahoma,6,Oklahoma,B12,20,4,,0.9226,118.2,8,95.3,33,71.5,66,0.022,120,0.7284,3,108.0,12,99.1,6,0.575,91,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,-33
1519,2016_1332_1433,0.5,1332,1433,2016,9.151515152,27,6,0.4637159032,0.3505311077,0.7148337596,35.75757576,13.63636364,11.36363636,7.606060606000002,5.818181817999999,18.03030303,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,-0.7602495539999996,3,-4,0.0133378314,-0.0053766733000000224,0.024775280099999963,-1.5953654200000005,-0.7165775399999994,-0.07754011000000105,-1.1880570409999978,1.9946524059999995,-1.5285205000000026,oregon,20,Oregon,P12,20,6,,0.8809,117.0,13,98.3,68,69.6,147,0.017,131,0.6844,20,105.7,70,98.8,2,0.5213,165,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,-19
1520,2016_1333_1433,0.5,1333,1433,2016,1.4333333330000002,18,12,0.4394904459,0.3727272727000001,0.6806853583,34.53333333,13.36666667,11.53333333,7.333333333,3.266666667,20.23333333,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,-8.478431373,-6,2,-0.010887625899999977,0.016819491700000078,-0.0093731212,-2.819607850000004,-0.9862745099999994,0.09215685999999934,-1.4607843140000003,-0.5568627450000001,0.6745097999999992,oregon st.,71,Oregon St.,P12,15,9,,0.7475,107.2,107,97.5,60,67.9,239,0.056,62,0.6956,12,107.4,22,99.9,13,0.5306,155,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,32
1521,2016_1338_1433,0.5,1338,1433,2016,7.0645161289999985,20,11,0.4591893393,0.3513513514,0.7575757576000001,37.61290323,16.77419355,11.67741935,5.032258065,3.451612903,17.48387097,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,-2.847248577,-4,1,0.008811267499999997,-0.004556429600000023,0.06751727810000008,0.2599620499999986,2.4212523699999995,0.2362428799999989,-3.761859582000001,-0.3719165090000001,-2.07495256,pittsburgh,60,Pittsburgh,ACC,17,7,,0.7836,113.8,23,101.8,138,66.9,282,0.025,117,0.6204,61,107.1,31,102.6,113,0.3404,325,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,21
1522,2016_1344_1433,0.5,1344,1433,2016,4.242424242,23,10,0.4219858156,0.3209876543,0.7271505376,36.57575758,15.90909091,11.51515152,6.6363636360000005,3.606060606,16.90909091,9.911764706,24,10,0.4503780718,0.35590778100000003,0.6900584795,37.35294118,14.35294118,11.44117647,8.794117647,3.823529412,19.55882353,-5.6693404639999985,-1,0,-0.02839225619999997,-0.03492012670000005,0.03709205810000005,-0.7771836000000008,1.5561497299999996,0.0739750499999996,-2.157754011,-0.21746880599999985,-2.6497326200000018,providence,59,Providence,BE,19,7,,0.7853,106.7,114,95.4,34,70.2,118,0.048,76,0.6188,63,105.5,75,101.1,55,0.4291,267,vcu,39,VCU,A10,18,7,,0.8304,108.5,82,94.5,22,70.9,93,-0.066,314,0.5237,142,103.9,153,103.1,136,0.5112,177,20
